Model,Location,Years_old,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Mahindra,Delhi,2,9000,Diesel,Manual,First,14.0,2179.0,155.0,7.0,1300000.0
BMW,Kolkata,8,41100,Diesel,Automatic,First,16.77,2993.0,261.49,5.0,2650000.0
Maruti,Ahmedabad,16,60000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,140000.0
Honda,Kochi,3,38424,Petrol,Manual,First,17.8,1497.0,117.3,5.0,751000.0
Maruti,Delhi,6,50000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,430000.0
Honda,Mumbai,5,19000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,894999.9999999999
Maruti,Kochi,5,58734,Diesel,Manual,First,20.77,1248.0,88.76,7.0,691000.0
Renault,Coimbatore,4,65257,Diesel,Manual,First,19.01,1461.0,108.45,5.0,975000.0
Maruti,Jaipur,10,130000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,400000.0
Maruti,Hyderabad,9,79000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,365000.0
Mahindra,Chennai,7,78000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1075000.0
Honda,Kochi,5,49133,Petrol,Manual,First,19.4,1198.0,86.8,5.0,451000.0
Tata,Coimbatore,6,54448,Diesel,Manual,First,21.02,1248.0,88.8,5.0,370000.0
Toyota,Hyderabad,6,158793,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1299000.0
Maruti,Delhi,5,62088,Petrol,Manual,First,18.6,1197.0,85.8,5.0,415000.00000000006
Hyundai,Kolkata,8,14800,Petrol,Manual,First,17.01,1591.0,121.3,5.0,440000.00000000006
Honda,Kolkata,5,26000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,425000.0
Honda,Mumbai,3,32005,Petrol,Manual,First,18.0,1198.0,86.7,5.0,425000.0
Honda,Jaipur,3,35000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,770000.0
Land,Pune,5,52000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,3975000.0
Honda,Mumbai,3,11000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,850000.0
Mercedes-Benz,Jaipur,12,62000,Petrol,Automatic,First,9.5,2997.0,231.1,5.0,700000.0
Ford,Chennai,18,65134,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,80000.0
Toyota,Delhi,7,71000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,1525000.0
Maruti,Hyderabad,12,51366,Petrol,Manual,First,19.0,998.0,66.1,5.0,225000.0
Tata,Kolkata,4,46300,Diesel,Manual,First,14.07,1948.0,83.1,7.0,484999.99999999994
Honda,Coimbatore,8,60908,Petrol,Automatic,Second,15.6,1497.0,116.3,5.0,642000.0
Nissan,Chennai,8,93450,Diesel,Manual,Second,23.19,1461.0,63.12,5.0,250000.0
Hyundai,Hyderabad,9,104000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,575000.0
Maruti,Pune,17,52000,Petrol,Manual,First,16.1,796.0,37.0,4.0,50000.0
Mahindra,Coimbatore,5,42999,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1152000.0
Maruti,Delhi,6,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,450000.0
Hyundai,Bangalore,7,72000,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,475000.0
Hyundai,Coimbatore,1,54321,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1354000.0
Mercedes-Benz,Kochi,5,59630,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,2341000.0
Toyota,Hyderabad,7,116000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,1925000.0
Volvo,Ahmedabad,5,34000,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,2000000.0
Mercedes-Benz,Delhi,9,70000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,1300000.0
Honda,Chennai,10,80000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,399000.0
Honda,Pune,5,110000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,465000.00000000006
Maruti,Ahmedabad,7,56454,Diesel,Manual,First,28.4,1248.0,73.75,5.0,465000.00000000006
Maruti,Kolkata,7,60000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,315000.0
Toyota,Delhi,7,56000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,825000.0
Maruti,Chennai,8,63000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,450000.0
Jeep,Kolkata,3,15050,Diesel,Manual,First,16.3,1956.0,170.0,5.0,1750000.0
Maruti,Mumbai,4,29401,Petrol,Manual,First,20.4,1197.0,81.8,5.0,430999.99999999994
Honda,Kochi,4,25238,Petrol,Manual,First,18.7,1199.0,88.7,5.0,620000.0
Volkswagen,Kochi,9,58752,Petrol,Manual,First,16.47,1198.0,73.9,5.0,332000.0
Honda,Delhi,9,62000,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,375000.0
Toyota,Bangalore,7,132000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,470000.0
Hyundai,Chennai,4,51000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,650000.0
Toyota,Hyderabad,11,185200,Diesel,Manual,First,12.8,2494.0,102.0,8.0,725000.0
Maruti,Coimbatore,4,61717,Diesel,Manual,First,22.7,1598.0,118.0,5.0,894000.0
Ford,Kolkata,2,8896,Petrol,Manual,First,19.0,1194.0,94.68,5.0,734000.0
Maruti,Delhi,4,17000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,690000.0
Honda,Mumbai,4,31378,Petrol,Manual,First,18.2,1199.0,88.7,5.0,590000.0
Hyundai,Pune,7,114000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,675000.0
Honda,Ahmedabad,6,81000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,409999.99999999994
Audi,Mumbai,3,31000,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,2700000.0
Skoda,Mumbai,6,35000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,450000.0
Audi,Kolkata,7,60001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,1450000.0
Maruti,Jaipur,6,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,525000.0
Tata,Kolkata,8,80000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,120000.0
Toyota,Jaipur,14,147350,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,495000.0
Renault,Hyderabad,7,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,750000.0
Honda,Delhi,5,58000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,445000.0
Mercedes-Benz,Coimbatore,2,29277,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,5965000.0
Maruti,Kochi,5,57034,Diesel,Manual,First,23.2,1248.0,73.94,5.0,438000.0
Maruti,Kochi,4,40810,Diesel,Manual,First,28.09,1248.0,88.5,5.0,790000.0
Maruti,Coimbatore,2,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,729000.0
Ford,Hyderabad,8,45122,Diesel,Manual,First,23.5,1498.0,88.7,5.0,600000.0
Mahindra,Chennai,9,126000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,670000.0
Maruti,Jaipur,11,63000,Petrol,Manual,First,19.7,796.0,46.3,5.0,150000.0
Mini,Kochi,4,32298,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,2380000.0
Mahindra,Kochi,6,63288,Diesel,Manual,First,15.1,2179.0,140.0,7.0,777000.0
Hyundai,Coimbatore,8,43337,Petrol,Manual,First,17.92,1086.0,62.1,5.0,332000.0
Maruti,Kochi,5,46561,Diesel,Manual,First,22.9,1248.0,74.0,5.0,494000.00000000006
Mercedes-Benz,Delhi,7,34000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,1100000.0
Renault,Hyderabad,4,48000,Petrol,Manual,First,25.17,799.0,53.3,5.0,340000.0
Maruti,Kochi,7,56263,Diesel,Manual,First,22.9,1248.0,74.0,5.0,417000.0
Maruti,Hyderabad,15,84060,Petrol,Manual,Second,17.3,993.0,60.0,5.0,125000.0
Hyundai,Mumbai,4,9000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,545000.0
Tata,Jaipur,8,79000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,259000.0
Mahindra,Pune,5,87900,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1201000.0
Maruti,Delhi,10,72425,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,245000.00000000003
Audi,Bangalore,5,38000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,2900000.0
Mercedes-Benz,Hyderabad,10,107000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,1199000.0
Honda,Delhi,5,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,790000.0
Toyota,Pune,10,140000,Diesel,Manual,Third,12.8,2494.0,102.0,7.0,625000.0
Chevrolet,Pune,9,48000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,180000.0
Maruti,Delhi,7,62000,CNG,Manual,First,26.6,998.0,58.16,5.0,280000.0
Honda,Mumbai,5,31000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,490000.00000000006
Nissan,Jaipur,10,75055,Petrol,Manual,First,18.06,1198.0,75.0,5.0,225000.0
Maruti,Coimbatore,3,51210,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,889000.0
Toyota,Mumbai,8,87000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,1500000.0
Ford,Kolkata,2,17000,Diesel,Manual,First,26.1,1498.0,99.0,5.0,565000.0
Maruti,Jaipur,6,57000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,700000.0
Maruti,Hyderabad,4,9370,Petrol,Manual,First,22.74,796.0,47.3,5.0,295000.0
Honda,Chennai,7,53226,Petrol,Manual,First,19.4,1198.0,86.8,5.0,330000.0
Hyundai,Hyderabad,10,120000,Diesel,Manual,Second,16.2,1493.0,110.0,5.0,350000.0
Honda,Jaipur,13,75055,Petrol,Manual,First,12.8,1493.0,100.0,5.0,229999.99999999997
Hyundai,Coimbatore,3,37247,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1369000.0
Toyota,Delhi,7,64000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,310000.0
Hyundai,Mumbai,6,12000,Petrol,Manual,First,13.44,2359.0,198.25,5.0,1275000.0
Hyundai,Pune,3,40158,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1375000.0
Honda,Chennai,3,11000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,675000.0
Volkswagen,Chennai,6,70010,Diesel,Manual,First,20.54,1598.0,103.6,5.0,525000.0
Mahindra,Mumbai,5,82000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,875000.0
Mahindra,Kochi,3,57259,Diesel,Manual,First,18.49,1493.0,100.0,7.0,886999.9999999999
Honda,Bangalore,10,84000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,650000.0
Maruti,Pune,8,168000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,450000.0
Mahindra,Hyderabad,8,73670,Diesel,Manual,First,12.83,2696.0,162.0,7.0,1250000.0
Toyota,Delhi,6,89540,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,1680000.0
Maruti,Hyderabad,4,85423,Diesel,Manual,First,20.77,1248.0,88.8,7.0,875000.0
Hyundai,Pune,7,48823,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,850000.0
Hyundai,Kolkata,9,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,221000.0
Maruti,Jaipur,8,126000,Petrol,Manual,First,16.8,796.0,34.2,5.0,160000.0
Honda,Delhi,4,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,625000.0
Honda,Mumbai,13,69000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,225000.0
Mercedes-Benz,Kochi,1,29836,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2575000.0
Skoda,Ahmedabad,10,48002,Petrol,Manual,Second,13.14,1798.0,157.8,5.0,675000.0
Maruti,Ahmedabad,5,52324,Diesel,Manual,First,28.09,1248.0,88.5,5.0,625000.0
Ford,Delhi,7,65000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,509999.99999999994
Mercedes-Benz,Mumbai,11,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,1075000.0
Hyundai,Hyderabad,4,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,570000.0
Volkswagen,Bangalore,7,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,595000.0
Chevrolet,Kochi,8,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,240000.0
Mahindra,Mumbai,7,35000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,349000.0
Hyundai,Hyderabad,9,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,400000.0
Toyota,Delhi,7,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,385000.0
Toyota,Mumbai,10,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,395000.0
Hyundai,Jaipur,7,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,300000.0
Ford,Kochi,2,24237,Petrol,Manual,First,18.16,1196.0,86.8,5.0,670000.0
Maruti,Coimbatore,4,22767,Petrol,Manual,First,18.5,1197.0,85.8,5.0,614000.0
Hyundai,Bangalore,8,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,440000.00000000006
Maruti,Pune,3,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,425000.0
Maruti,Kolkata,4,45000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,700000.0
Toyota,Coimbatore,3,68319,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2512000.0
Hyundai,Kochi,3,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,445000.0
Hyundai,Kolkata,9,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,240000.0
Volkswagen,Pune,8,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,433000.0
Maruti,Coimbatore,3,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,693000.0
Hyundai,Ahmedabad,6,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,425000.0
Mercedes-Benz,Pune,10,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,1250000.0
Hyundai,Chennai,5,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,490000.00000000006
Hyundai,Mumbai,6,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,450000.0
Renault,Jaipur,4,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,300000.0
Hyundai,Chennai,5,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,580000.0
Volkswagen,Pune,9,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,333000.0
Chevrolet,Kochi,5,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,662000.0
Nissan,Mumbai,5,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,575000.0
Hyundai,Hyderabad,8,65000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,620000.0
Maruti,Chennai,5,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,350000.0
Maruti,Pune,10,71000,Petrol,Manual,First,18.9,998.0,67.1,5.0,200000.0
Hyundai,Chennai,8,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,400000.0
Audi,Mumbai,9,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,950000.0
BMW,Mumbai,7,43000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,1750000.0
Skoda,Mumbai,5,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,611000.0
Hyundai,Ahmedabad,6,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,375000.0
Mitsubishi,Hyderabad,13,78000,Diesel,Manual,Second,10.5,2835.0,107.2,6.0,620000.0
Honda,Mumbai,6,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,615000.0
Maruti,Pune,8,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,240000.0
Maruti,Pune,11,80000,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5.0,215000.0
Hyundai,Kolkata,4,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,375000.0
Ford,Mumbai,9,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,215000.0
Hyundai,Bangalore,5,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,475000.0
Maruti,Mumbai,10,47500,Petrol,Manual,First,15.5,1586.0,103.3,5.0,245000.00000000003
Honda,Mumbai,3,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1115000.0
Renault,Jaipur,4,68163,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,890000.0
Honda,Ahmedabad,6,61000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,434999.99999999994
Toyota,Jaipur,5,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,1200000.0
BMW,Mumbai,11,61500,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,850000.0
Hyundai,Kochi,3,42883,Petrol,Manual,First,19.81,1086.0,68.05,5.0,426999.99999999994
Renault,Jaipur,8,97000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,425000.0
Mitsubishi,Bangalore,10,39525,Petrol,Automatic,First,11.3,2360.0,170.0,5.0,925000.0
Maruti,Kochi,3,35384,Diesel,Manual,First,24.3,1248.0,88.5,5.0,861000.0
Mercedes-Benz,Hyderabad,10,46000,Diesel,Automatic,First,11.8,2987.0,261.0,7.0,2800000.0
Ford,Coimbatore,2,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,925000.0
Hyundai,Chennai,4,27000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,860000.0
Volkswagen,Coimbatore,2,22734,Petrol,Manual,First,16.47,1198.0,74.0,5.0,753000.0
Renault,Mumbai,6,58002,Diesel,Manual,First,19.64,1461.0,108.45,5.0,575000.0
Honda,Chennai,8,31500,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,415000.00000000006
Ford,Coimbatore,3,30933,Petrol,Manual,First,18.16,1196.0,86.8,5.0,584000.0
Audi,Kolkata,8,27090,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,1650000.0
BMW,Mumbai,5,29500,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,4300000.0
Hyundai,Pune,7,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,355000.0
Hyundai,Hyderabad,2,11691,Petrol,Manual,First,18.6,1197.0,81.83,5.0,890000.0
Skoda,Hyderabad,14,121000,Diesel,Manual,Second,16.4,1896.0,90.0,5.0,250000.0
Hyundai,Hyderabad,10,118077,Diesel,Manual,First,16.2,1493.0,110.0,5.0,385000.0
Hyundai,Chennai,8,36300,Petrol,Automatic,Third,17.1,1591.0,121.4,5.0,750000.0
Hyundai,Mumbai,15,90000,Petrol,Manual,Second,15.3,1341.0,61.0,5.0,180000.0
Ford,Chennai,10,78000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,225000.0
Audi,Mumbai,5,42000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2425000.0
Volkswagen,Mumbai,5,27000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,434999.99999999994
BMW,Kolkata,8,22000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,1150000.0
Honda,Kolkata,6,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,475000.0
Hyundai,Hyderabad,8,42600,Diesel,Manual,First,23.0,1396.0,90.0,5.0,499000.0
Honda,Coimbatore,2,12794,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,915000.0
Honda,Hyderabad,6,88046,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,1399000.0
Mercedes-Benz,Bangalore,6,8000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,1975000.0
Mahindra,Coimbatore,2,82739,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,1677000.0
Mahindra,Bangalore,14,193000,Diesel,Manual,Third,13.6,2523.0,63.0,7.0,250000.0
Renault,Mumbai,7,7000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,365000.0
Land,Ahmedabad,8,60000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,2350000.0
Maruti,Pune,3,38000,Petrol,Manual,First,22.74,796.0,47.3,5.0,311000.0
Toyota,Kochi,7,56344,Petrol,Manual,First,17.6,1496.0,88.73,5.0,457000.0
Hyundai,Mumbai,6,17858,Petrol,Manual,First,17.0,1197.0,80.0,5.0,532000.0
Hyundai,Hyderabad,8,53000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,320000.0
Maruti,Kochi,4,67906,Diesel,Manual,First,25.2,1248.0,74.0,5.0,563000.0
Hyundai,Hyderabad,5,19000,Petrol,Manual,First,21.1,814.0,55.2,5.0,300000.0
BMW,Mumbai,10,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,925000.0
Tata,Delhi,9,80000,Diesel,Manual,First,23.57,1396.0,70.0,5.0,120000.0
Maruti,Delhi,5,61000,Petrol,Manual,First,22.74,796.0,47.3,5.0,215000.0
Volkswagen,Pune,10,39000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,305000.0
Toyota,Ahmedabad,6,59000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,1150000.0
Hyundai,Hyderabad,12,80931,Petrol,Manual,First,17.92,1086.0,62.1,5.0,229999.99999999997
Maruti,Kolkata,4,34000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,495000.0
Renault,Hyderabad,7,130000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,475000.0
Maruti,Coimbatore,2,52380,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1015000.0
Nissan,Kolkata,9,44000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,265000.0
Ford,Hyderabad,5,84000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,380000.0
Honda,Kochi,3,41697,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,1668000.0
Nissan,Pune,6,163000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,500000.0
Toyota,Chennai,9,42000,Petrol,Manual,Second,17.71,1197.0,78.9,5.0,375000.0
Hyundai,Jaipur,7,129000,Diesel,Manual,Third,21.27,1396.0,88.76,5.0,411000.00000000006
Ford,Chennai,5,32200,Petrol,Manual,Second,18.16,1196.0,86.8,5.0,425000.0
Mitsubishi,Mumbai,16,129000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,345000.0
Audi,Bangalore,6,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2250000.0
Toyota,Delhi,14,150000,Petrol,Manual,First,12.4,1998.0,132.0,8.0,450000.0
Chevrolet,Jaipur,13,140000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,90000.0
Hyundai,Hyderabad,14,63181,Petrol,Manual,First,15.3,1341.0,83.0,5.0,185000.0
Honda,Kolkata,7,39575,Diesel,Manual,First,25.8,1498.0,98.6,5.0,325000.0
Ford,Coimbatore,6,70374,Diesel,Manual,First,22.7,1498.0,89.84,5.0,734000.0
Volkswagen,Kolkata,5,26256,Diesel,Manual,First,20.14,1498.0,88.5,5.0,425000.0
Hyundai,Delhi,4,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,645000.0
Toyota,Chennai,9,122000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,1075000.0
Mercedes-Benz,Kolkata,5,58589,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,2775000.0
Maruti,Jaipur,15,115000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,99000.0
Ford,Pune,4,75000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,2400000.0
Hyundai,Jaipur,4,30292,Petrol,Manual,First,18.6,1197.0,81.86,5.0,610000.0
Honda,Ahmedabad,3,32248,Petrol,Manual,First,17.5,1199.0,88.7,5.0,825000.0
Volkswagen,Bangalore,7,74000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,465000.00000000006
Honda,Mumbai,6,56100,Petrol,Manual,First,13.7,1997.0,153.86,5.0,975000.0
Hyundai,Bangalore,6,61325,Petrol,Manual,First,18.9,1197.0,81.86,5.0,440000.00000000006
Maruti,Kolkata,6,33000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,399000.0
BMW,Coimbatore,4,18090,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,4573000.0
Ford,Kochi,6,71390,Diesel,Manual,First,22.7,1498.0,89.84,5.0,527000.0
Maruti,Mumbai,6,41000,CNG,Manual,First,26.2,998.0,58.2,5.0,350000.0
Honda,Ahmedabad,4,67000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,725000.0
Tata,Chennai,12,99000,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,160000.0
Renault,Pune,6,142000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,600000.0
Hyundai,Chennai,10,26966,Petrol,Manual,First,20.36,1197.0,78.9,5.0,300000.0
Honda,Mumbai,5,27628,Petrol,Manual,First,18.7,1199.0,88.7,5.0,495000.0
Maruti,Hyderabad,4,82497,Diesel,Manual,First,23.65,1248.0,88.5,5.0,899000.0
Honda,Mumbai,13,86000,Petrol,Manual,Third,11.9,2354.0,144.0,5.0,185000.0
Volkswagen,Coimbatore,4,26981,Petrol,Manual,First,16.47,1198.0,73.9,5.0,616000.0
Maruti,Hyderabad,10,110471,Diesel,Manual,First,21.1,1248.0,73.9,5.0,350000.0
Honda,Jaipur,6,69000,Petrol,Manual,First,19.5,1199.0,88.76,5.0,450000.0
Hyundai,Hyderabad,3,12000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,775000.0
Renault,Hyderabad,6,77500,Diesel,Manual,First,20.45,1461.0,83.8,5.0,660000.0
Hyundai,Kochi,6,48031,Petrol,Manual,First,18.9,1197.0,82.0,5.0,498000.00000000006
BMW,Chennai,12,170000,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,975000.0
Ford,Mumbai,6,69565,Diesel,Manual,First,22.7,1498.0,89.84,5.0,555000.0
Volkswagen,Hyderabad,4,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,1030000.0000000001
Honda,Chennai,9,85000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,750000.0
Chevrolet,Hyderabad,12,55902,Petrol,Manual,First,14.49,1399.0,92.7,5.0,180000.0
Volkswagen,Hyderabad,3,18500,Petrol,Manual,First,16.2,1199.0,74.0,5.0,625000.0
Mahindra,Hyderabad,5,129750,Diesel,Manual,Second,14.95,2489.0,93.7,7.0,680000.0
Hyundai,Hyderabad,11,50902,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,300000.0
Mahindra,Coimbatore,5,84725,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1160000.0
Hyundai,Mumbai,7,40000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,695000.0
Volkswagen,Mumbai,10,60000,Petrol,Manual,Third,14.3,1798.0,160.0,5.0,350000.0
Hyundai,Coimbatore,6,33496,Petrol,Manual,First,18.9,1197.0,81.86,5.0,550000.0
Hyundai,Mumbai,5,25000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,565000.0
Chevrolet,Ahmedabad,7,71000,Diesel,Manual,First,18.2,1248.0,73.8,8.0,325000.0
Skoda,Coimbatore,5,20826,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,772000.0
Hyundai,Pune,4,42244,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1200000.0
Chevrolet,Jaipur,7,98598,Diesel,Manual,First,25.44,936.0,57.6,5.0,155000.0
